;;;;;;;;;;
;;;;;;;;;;
Name der Klinik,Sternbewertung,Datum der Bewertung,Likes,Textuelle Bewertung
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 5 Monaten,1,"Ich hatte einen Termin mit meinem 5-jährigen Sohn, mit dessen Behandlung ich bei einem anderen Arzt nicht zufrieden war ( 2 Brillen innerhalb von 3 Monaten, widersprüchlicher Sehtest... ). Ich bekam recht zügig einen Termin, wurde ernst genommen und alle MA waren sehr freundlich. Es hat zwar etwas Wartezeit gekostet, aber mein Sohn wurde sehr sehr gründlich untersucht ( und braucht auch keine Brille mehr )."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 3 Wochen,0,"Guten Tag liebes Op Team ! Ich bin wirklich richtig zufrieden   Mein erstes Auge wurde sehr gut operiert und nun das zweite auch hier , sehr gut. Trotz Wartezeit, aber wir wurden nett unterhalten im Vorraum zum Operationssaal. Sehr nette Schwestern und der lustige Anästhesiepfleger Alexander haben mir die Angst  genommen. Weiterhin ist die Anästhesistin zu erwähnen , Frau Wegener? Ich habe leider den Namen vergessen. So aufmerksam und zugewandt, das habe ich in meiner Krankheitslaufbahn, sehr selten erlebt. Wirklich sehr sehr nett. Auch die Schwestern im Wartezimmer waren wirklich nett. Operiert hat mich Dr. Geck, es gab auch während der Op noch lustige Kommentare! Vielen lieben Dank.
Was vielleicht noch wichtig ist , an beiden Tagen gab es nach der Operation etwas zu essen. Auch hier : lecker und gut. Vielen Dank für ihre Arbeit."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 2 Monaten,0,"Ich habe an beiden Augen die natürliche Linse durch Bi-Fokale-Linsen ersetzen lassen.
In der Augenklinik wurde ich sehr professionell beraten.
Die OP verlief sehr unkompliziert und problemlos. Das Personal ist sehr freundlich. Ich bin rundum zufrieden."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 5 Monaten,0,Ich habe mich stets gut beraten gefühlt. Das Personal war äußerst zuvorkommend und freundlich. Ich würde meine OP jederzeit weiterempfehlen. Tolles Team.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Monat,1,"Sehr geehrte Damen und Herren,

am 11.11.2020 besuchte ich Ihre Klinik auf Empfehlung meines Augenarztes Dr. Geiger, WF, um meine Augen untersuchen zu lassen; als ich das volle Wartezimmer sah, rechnete ich mit mehreren Stunden Wartezeit! Angenehm überrascht war ich, als man mich nach 5 Minuten in das Behandlungszimmer rief, wo ich freundlich von den jungen Damen empfangen wurde und nacheinander an diversen Geräten untersucht wurde; durch einen Tremor war es mir kaum möglich, den Kopf ruhig zu halten, doch auch hier zeigten sich Ihre Mitarbeiterinnen als sehr hilfsbereit! Ein besonderer Dank geht an Frau Walentowski, die mir zum Abschluß der Untersuchung in verständlichen Worten erklärte, was bei einer Augen-OP geschieht.

Die erste OP war am 27.11 + 28.11.2020; auch hier wurde ich freundlich von den Schwestern und dem OP- Team empfangen und auf die OP vorbereitet, die dann bereits nach ca`5 Minuten vorbei war, während ich immer noch auf`s ""zertrümmern und absaugen"" der alten Linse wartete!!! Der Nachmittag, der Abend und die Nacht bei Ihnen verliefen ruhig.  (Bemerkung: Das Abendbrot war sehr knapp, wurde aber von der Schwester nachgebessert). Am nächsten Morgen war die Spannung groß, als der Verband entfernt Wurde. Großes Staunen meinerseits: Helles, klares Sehen, wie ich es nicht mehr kannte!

Am 20.01.2021 erfolgte die 2. OP; hier kann ich es kurz machen: Alle positiven Merkmale der 1. OP trafen auch hier zu!

Ich beglückwünsche Sie zu diesen Mitarbeiterinnen und Mitarbeitern angrfangen beim Fahrpersonal über die Reinigungskraft, die Schwestern, das OP - Team, den Oberarzt und den Chefarzt und werde meine guten Erfahrungen an meinen Bekannten- und Freundeskreis weitergeben."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,0,"Zu allererst möchte ich sagen das die Organisation trotz Corona sehr gut funktioniert hat. Da können sich einige eine Scheibe von abschneiden.
Die Beratung durch den Arzt empfand ich als sehr kompetent.
Er beantworte alle meine Fragen und wirkte nicht gehetzt. Endlich mal jemand der sich Zeit genommen hat.
Die Helferinnen den ich in der Anmeldung, Untersuchung und im Arztzimmer begegnete waren alle sehr freundlich, was mir sehr gefiel.
Kann diese Praxis nur weiter empfehlen.
Man merkte insgesamt eine gute Stimmung vor Ort was mir positiv auffiel."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 7 Monaten,0,Ich war mit einer Entzündung am Freitag in der offenen Sprechstunde. Klasse wie zügig der Ablauf war. Im Eingangsbereich eine junge Frau die mich bat Hände zu desinfizieren und weiterleitete zum Wartebereich. Kurze Zeit später ging es schon zur Ärztin. Auch dort sehr freundlich und mir zu gewandt. Hab mich gut aufgehoben gefühlt. Wird jetzt meine zukünftige Anlaufstelle bei Augenproblemen. Vielen Dank.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 4 Monaten,0,Sehr gutes und freundliches Personal würde am grauen Star operiert kann wieder ohne Brille wieder hervorragend gucken Danke
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 3 Monaten,1,"Mein Vater wurde in der Augenklinik aufgrund des grauen Stars erfolgreich behandelt bzw. operiert. Der gesamte Ablauf, Vor - Untersuchung, Beratung und schlussendlich die Operation selbst ist zu unserer vollsten Zufriedenheit verlaufen. Die Mitarbeiter sind allesamt sehr freundlich und es war alles sehr gut organisiert. Auch die gerade erforderlichen, erschwerenden Maßnahmen hinsichtlich Corona werden bestmöglich und erfolgreich umgesetzt, man fühlt sich sehr gut umsorgt. Angeboten wurde auch ein Abholservice zum OP Termin, den wir jedoch nicht in Anspruch genommen haben. Vor Ort wurde dem Patienten bzw. meinem Vater Kaffee und ein kleiner Snack angeboten: Hervorragender, sehr zuvorkommender Service! Besonders positiv in Erinnerung bleiben wird uns auch, daß man sich am späten Nachmittag nach der Operation nochmal nach dem Befinden meines Vaters erkundigt hat und ob er gut zuhause angekommen war. Hier fühlt man sich als Patient bestens beraten und rundum sehr gut aufgehoben!"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 2 Wochen,0,Sehr gute und persönliche Betreuung!
Augenklinik Dr. Hoffmann, 4 Sterne ,vor 6 Monaten,0,Kinderfreundliche Ärztin und Helferin. Konnte schnell helfen. Mit Kleinkind bei längeren Wartezeiten wäre eine spielecke jedoch angenehmer.
Augenklinik Dr. Hoffmann, 1 Stern ,vor 4 Monaten,0,Die Klinik ist irgendwie alt und dreckig. Die Arzthelferinnen sehen ungepflegt aus. Aber die Ärtze sind nicht schlecht.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 3 Monaten,0,"Ich bin überzufrieden mit dem Klinikpersonal, die mich in der Woche nach meiner Operation betreuten. Angefangen von dem Personal, dass für die Essensverpflegung und Reinigung der Räumlichkeiten zuständig war, über das Schwesternpersonal bis hin zur Ärztin und Ihrer Assistentin in  der  Untersuchungspraxis kann ich mich überhaupt nicht beschweren. Ebenso die Aufklärung hinsichtlich der notwendigen Narkosemaßnahmen und der Beruhigung während der örtlichen Narkose sowie bis zum bisherigen Operationsergebnis ist alles zu meiner vollsten Zufriedenheit abgelaufen. Auch von den Räumlichkeiten, der Hygiene etc. ist alles weit
aus besser als in einer allgem. Klinik.
Das es keine TV-Schirme auf den einzelnen Zimmern gab, na ja, nach der
OP habe ich sowieso kaum etwas mit dem operierten Auge scharf sehen
können und für Radio hatte ich mein I-Pad dabei.
Natürlich wird es immer Situationen und Leute geben, die nicht zufrieden sind. Auch ich hatte Positives und Negatives hinsichtlich von Operationen
in dieser Klinik gehört. Aber ich kann dies nicht bestätigen. Alle die in meiner Zeit dort operiert wurden und mit denen ich Kontakt hatte, waren zufrieden."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 7 Monaten,0,Wirklich super freundliches Personal! Ich habe mich sehr gut aufgehoben gefühlt und auch der Arzt hat sich viel Zeit für mich genommen. Kann ich nur weiter empfehlen! :-)
Augenklinik Dr. Hoffmann, 1 Stern ,vor 5 Monaten,0,"Ich habe an der Klinik nichts auszusetzen, jedoch sind die Wartezeiten einfach zu lange. Selbst für eine Routine Nachuntersuchung sollte man 3-4 Stunden einplanen."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 7 Monaten,0,"Ich war wirklich positiv überrascht! Nachdem ich gestern bei der offenen Sprechstunde eines anderen Augenarztes sehr enttäuscht wurde, und die älteren Rezensionen bei dieser Augenklinik hier auch nichts allzu gutes versprachen, bin ich mit gemischten Gefühlen heute morgen hingefahren.

Ich war gegen 07:25 da (07:30 beginnt die offene Sprechstunde) und da war auch bereits „Einlass“ seit ein paar Minuten. Es lief alles sehr gut organisiert ab, man durchlief quasi mehrere Stationen bis man dann am Ende bei der Ärztin landete - und alle Mitarbeiterinnen mit denen ich währenddessen Kontakt hatte waren super nett und hilfsbereit.
Insgesamt habe ich am Ende knapp 45 Minuten gewartet, was bei so einer offenen Sprechstunde noch total im Rahmen ist m.M.n. Die Ärztin selbst war auch total freundlich und wirkte kompetent. Ich wurde in Ruhe untersucht und mir wurde alles erklärt, man hatte absolut nicht das Gefühl einer Abfertigung (obwohl ich ja keinen Termin hatte).

Letztendlich war ich dann nach ca. 1 Stunde wieder draußen, habe mich gut beraten und untersucht gefühlt (ich war mindestens 15 Minuten bei der Ärztin drin würde ich schätzen - das ist heutzutage ja schon wirklich viel Zeit, die sich genommen wird!) - also alles besser als gedacht!"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,0,Meine Behandlung verlief ohne Komplikationen. Ich habe mich bereits während der Voruntersuchung sehr gut aufgehoben gefühlt! Während meiner OP war immer ein Pfleger/Arzt an meiner Seite.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 6 Monaten,0,Meine Mutter musste an beiden Augen am grauen Star operiert werden und es hat alles bestens geklappt. Sie hat wieder mehr Lebensqualität gewonnen.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 7 Monaten,1,"Ich bin sehr zufrieden. Ich war bereits zwei mal in Behandlung (verschiedene Befunde).
Alles sehr angenehm, kompetent und freundlich.

So wünscht man sich das!"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 7 Monaten,0,"Sehr zu empfehlen!
Ich hab mich zu jeder Zeit gut aufgehoben gefühlt und wurde über Behandlungen bestens aufgeklärt."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 5 Monaten,0,"Sehr nett und klar erklärt.
Ich bin zufrieden. Muss 5 Sterne geben."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 9 Monaten,0,"Ich kann hier durchweg nur positiv berichten.
Sehr nettes Ärzteteam, nette Arzthelferinnen, schnelle Terminvergabe, gute Betreuung.
Keine Vorabdiagnosen ohne genügend Befunde. Ohne die Vorbehandlung hätte die Behandlung im KH sicherlich noch länger gedauert.
Das einige was es zu „bemängeln“ gäbe sind die eigentlich nicht vorhandenen Parkplätze. Aber sonst alles Top! Weiterzuempfehlen!"
Augenklinik Dr. Hoffmann, 1 Stern ,vor 8 Monaten,0,"Die Dame am Telefon sollte man eventuell zum Kacheln zählen ins Badezimmer schicken. Sie ist extrem unhöflich und respektlos.
Liebe Frau denken sie über einen Job Wechsel nach, es ist nie zu spät."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,1,"Ich habe mich sehr aufgehoben gefühlt, und wurde absolut kompetent und freundlich beraten.

Wird stets weiter empfohlen 🍾"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 9 Monaten,1,"Ich bin vor einigen Jahren mit einer Netzhautablösung in die augenklinik gegangen, es wurde sehr schnell und absolut professionell operiert.
Seit dem bin ich zu der regelmäßigen Kontrolle und Behandlung dort! Nach wie vor immer zufrieden!"
Augenklinik Dr. Hoffmann, 1 Stern ,vor 5 Monaten,0,Es ist zur Zeit von corona verständlich das man nicht die ganze zeit zu 2 im wartezimmer platz nehmen darf.. das man hier aber seit fast 4 stunden vor der Tür in einem Zelt sitzt wo die heizstrahler nicht gehen ist eine absolute Frechheit! Und man dann noch raus geschmissen wird Weil man sich mal 10 Minuten aufwärmt
Augenklinik Dr. Hoffmann, 1 Stern ,vor 6 Monaten,0,Die Informationen auf der Website sind falsch. Ich bin um 9:00 Uhr wegen eines Notfalls hingefahren und wurde von einer sehr unfreundlichen Sprechstundenhilfe angewiesen. Ohne einen Termin gehe garnichts. Auch nicht bei Notfällen.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,0,"Freundliches Team! Die offene Sprechstunde ist eine tolle Sache. Man kommt zwar nicht sofort dran, aber das Warten lohnt sich."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 7 Monaten,0,"Nette Mitarbeiter und Ärzte.
Augen OP super geklappt und zuvor gute Aufklärung über den Verlauf der OP."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 9 Monaten,1,Super nette und freundliche Arzthelferinnen und kompetente Ärzte. Ich fühlte mich sehr wohl und gut aufgehoben :)
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,0,Tolle Augenklinik mit kompetenten und freundlichem Personal. Ich habe mich dort sehr wohl gefühlt und kann diese Augenklinik absolut jedem empfehlen.
Augenklinik Dr. Hoffmann, 4 Sterne ,vor 8 Monaten,0,"Sehr ordentlich organisiert, sehr freundlich und man wird über alles vernünftig aufgeklärt."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 7 Monaten,0,"Hervorragende Organisation und sehr freundliche, kompetente Mitarbeiter"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,1,"Sehr gute Erfahrungen, fühle mich dort sehr gut aufgehoben und komme gerne immer wieder!!!"
Augenklinik Dr. Hoffmann, 4 Sterne ,vor 9 Monaten,0,"Ich gehe mit meinen meinen beiden Kindern regelmäßig in die Augenklinik, wir sind sehr zufrieden. Wir werden immer nett behandelt."
Augenklinik Dr. Hoffmann, 4 Sterne ,vor 9 Monaten,0,"War heute mit meiner Frau da und war total beeindruckt von der Freundlichkeit und der Umsicht der Assistentinnen, trotz der vielen Patienten im Haus und in der langen Schlange vor dem Haus. Unverständlich daß es immer noch Unverbesserliche gibt die sich beschweren."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 9 Monaten,0,"Sehr gut Klinik mit einem tollen Team! Auf jeden Fall, immer hin."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 9 Monaten,1,"Eine Augenklinik mit modernster Ausstattung, freundlichem Personal und familiärer Atmosphäre."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 9 Monaten,0,"Nettes und freundliches Personal, vor allem in der Sehschule.Meine Tochter fühlte sich super aufgehoben und ich als Mutter auch."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,0,"Wunderbare Klinik, jeder ist sehr freundlich, sehr beliebt!"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,0,Super Beratung. Habe mich sehr wohl gefühlt!!!
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Jahr,0,"Ich hatte einen kleinen Eingriff auf dem Augenlid, wovor ich ziemliche Angst hatte. Es wurde schnell und kompetent entfernt,  das gesamte Personal war sehr nett und ich habe mich sehr gut aufgehoben gefühlt. Keine Komplikationen im Anschluss.  Kann ich nur weiter empfehlen."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,0,Nette und kompetente Angestellte! Sehr zu empfehlen
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,0,Sehr netter Kontak und kompetente Beratung.
Augenklinik Dr. Hoffmann, 1 Stern ,vor 6 Monaten,0,Schlechteste Klinik die ich je gesehen habe
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Jahr,1,Mein Sohn und ich können uns nicht beschweren. Am Empfang war eine sehr nette Dame. Auch beim ersten Sehtest war eine sehr freundliche und kinderliebe Frau. Und auch die Ärztin hat uns super aufgeklärt und hat alles kindgerecht mit meinem Sohn gemacht. Wir hatten einen Termin und insgesamt waren wir 50 Minuten dort (inklusive 1. Sehtest und Behandlung mit 2. Sehtest). Wir kommen wieder und fühlen uns gut aufgehoben.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 10 Monaten,0,Super kompetent! Super schnell und auch noch nett!!
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 8 Monaten,1,Die offene Sprechstunde ist wirklich ein gutes Angebot
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Jahr,0,"Ich war heute morgen da , sehr nett Wartezeit normal 1,5 Std kann man ohne Termin hin gehen. Alles gut kann nur weiter empfehlen."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Jahr,0,"Sehr freundliches Personal.
Dafür das wir keinen Termin hatten waren wir nach 30 min wieder draußen!!
Der Arzt war sehr freundlich und erklärte alles auch sehr Kind gerecht!!!!
Vielen Dank"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 2 Jahren,1,"Sehr freundliches und vorallem kompetentes Personal.
Ich musste nicht lange warten und das Wartezimmer und die Ausstattung der Klinik waren super. Ich fühle mich hier sehr gut aufgehoben und kann die Augenklinik wärmstens empfehlen.
Vielen Dank an das ganze Team"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 2 Jahren,5,"Ich hatte vor 4 Wochen eine OP unter Vollnarkose und einen Aufenthalt von 4 Tagen in der Klinik. Die Klinik kann ich nur weiterempfehlen. Alle Ärzte sind sehr kompetent, freundlich und nehmen sich Zeit. Auch die Schwestern sind sehr freundlich und haben immer ein offenes Ohr. Das Zimmer war sehr schön und die Verpflegung war hervorragend. Hier fühlt man sich als Mensch und nicht als eine Nummer. Ich kann diese negativen Bewertungen nicht nachvollziehen. Vielen Dank an das ganze Team."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Jahr,0,Sehr kompetentes Team. War mit einem Kleinkind als Notfall da und wurden umgehend versorgt. Mit ganz viel Geduld und Mühe.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Jahr,2,"Frisch renovierte Zimmer, top Personal, sehr freundlich zu meinem Sohn. Ihm wurden zum ersten mal die Augen getropft und das erste mal auch die Augen untersucht. Es hat alles etwas länger gedauert, mit erklären was gemacht wird und so. Einfach ist das auch nicht die Zahlen und Ziffern zu erkennen, vor allem beim ersten Mal. Ich war sehr froh das sich Zeit genommmen wurde, beim ersten Mal Augenarzt finde ich das sehr wichtig."
Augenklinik Dr. Hoffmann, 1 Stern ,vor 2 Jahren,8,"Selten so unfreundliche und inkompetente Telefonistinnen bzw. Sprechstundenhilfen? am Telefon gehabt. Wir würden gerne auch keinen Stern geben, aber....Wissen eigentlich die Chefs, wen sie da auf die Patienten loslassen? Beschwerden hatten wir darüber schon genug."
Augenklinik Dr. Hoffmann, 4 Sterne ,vor einem Jahr,0,"Nach 2 Augen OP's und mehrfachen Aufenthalten gebe ich für das Ergebnis der OP 5 Sterne, das Personal auf der Station war sehr umsichtig und das Zimmer und Essen haben auch 5 Sterne verdient.
Leider waren weder ein Radio noch ein Fernseher auf dem Zimmer und W-lan  ging auch nicht. Ausserdem gibt es keinen öffentlichen Fahrstuhl....Darum gebe ich 3Sterne."
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Jahr,0,Ich war ohne Termin zur offenen Sprechstunde da. Sehr nettes Personal und schnelle Behandlung. Nach 90 Minuten war ich wieder draußen.
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 2 Jahren,1,"Sehr nettes Personal!!! Ich kam sofort dran mit meinem 1,5 Jahre alten Sohn! Dennoch muss ich sagen, Wer denkt, dass man bei einem Facharzt keine Wartezeiten hat ist völlig fern der Realität!!! Wir waren auch schon in Hi und da habe ich 3h mit meinem Sohn gewartet!!! Das ist normal! Die Ärztin und das Personal in BS hier, haben sich super bemüht und waren stets freundlich! Sehr kompetentes Team!"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor einem Jahr,5,"Wir haben heute unsere letzte Nacht in der Augenklinik und haben noch nie erlebt, dass sich so toll gekümmert würde. Meine 6 jährige Tochter hatte eine Schieloperation bei Dr. Weigmann.
Ausnahmslos alle hier sind lieb und nett. Keine strahlt Stress Unverständnis oder Zeitdruck aus.
Vor den Mädels an der Anmeldung ziehe ich meinen Hut! Absolute Hochachtung für das was sie dort Leisten und auch von Patienten Ertragen müssen. Natürlich sind die Wartezeiten abartig lang für alle die ohne Termin kommen, es ist nunmal  auch eine Notfallklinik. Aber mit Termin und gerade auch für Kinder werden die Wartezeiten wirklich sehr kurz gehalten. Zum Thema Parkplätze- parallel zur Wolfenbütteler Straße, also auf der Rückseite zur Klinik, befindet sich u.a. ein Tennisplatz - dort kann man kostenlos parken, oder auch ca 100m weiter Richtung Innenstadt befinden sich die ersten Parkplätze ohne Parkscheibe. Wenn man also zeitig genug los fährt, findet man einen Parkplatz zwar etwas mühsam aber es gibt sie.
Die Zimmer sind alle super modern! Die Badezimmer wie im Urlaub. Ein fehlender Fernseher im Zimmer ist zu verschmerzen, wenn man berücksichtigt das für stationäre Geschichten Fernsehen eh suboptimal für die Augen ist. Ein Fernseher mit den öffentlich rechtlichen Sendern befindet sich aber in der 2. Etage im Wartezimmer. Zum Essen- es ist wirklich gut gekocht. Für meine Tochter gab es sogar extra Nudeln und ständig gab es Gummibärchen zur Freude des Kindes. Die Schwestern und Angestellten waren sehr bemüht und fragten oft nach Bedürfnissen. Total lieb. Die Ärzte sind durchweg sehr kompetent, einfühlsam und wissen was sie tuen. Wenn man sich also mit Zeit und etwas Verständnis für Notfälle und Helferinnen in die Klinik begibt, fühlt man sich dort MEGA—wohl.
Wie es in den Wald rein ruft.... wir sind halt alles bloß Menschen.
Jessica Bahn mit Emilia"
Augenklinik Dr. Hoffmann, 5 Sterne ,vor 3 Jahren,2,"Ich habe mich sehr gut aufgehoben gefühlt bei meiner Augen OP!
Keine Wartezeit, alle waren freundlich und kamen kompetent rüber.
Und das Wichtigste: auch meine Augenärztin war vom Ergebnis überzeugt!"
